Id,Name,InternalName,Value,SellPrice
633,PearlwoodPlatform,PearlwoodPlatform,0,0
634,BonePlatform,BonePlatform,0,0
635,EbonwoodWorkBench,EbonwoodWorkBench,150,30
636,RichMahoganyWorkBench,RichMahoganyWorkBench,150,30
637,PearlwoodWorkBench,PearlwoodWorkBench,150,30
638,EbonwoodTable,EbonwoodTable,300,60
639,RichMahoganyTable,RichMahoganyTable,300,60
640,PearlwoodTable,PearlwoodTable,300,60
641,EbonwoodPiano,EbonwoodPiano,300,60
642,RichMahoganyPiano,RichMahoganyPiano,300,60
643,PearlwoodPiano,PearlwoodPiano,300,60
644,EbonwoodBed,EbonwoodBed,2000,400
645,RichMahoganyBed,RichMahoganyBed,2000,400
646,PearlwoodBed,PearlwoodBed,2000,400
647,EbonwoodDresser,EbonwoodDresser,300,60
648,RichMahoganyDresser,RichMahoganyDresser,300,60
649,PearlwoodDresser,PearlwoodDresser,300,60
650,EbonwoodDoor,EbonwoodDoor,200,40
651,RichMahoganyDoor,RichMahoganyDoor,200,40
652,PearlwoodDoor,PearlwoodDoor,200,40
653,EbonwoodSword,EbonwoodSword,100,20
654,EbonwoodHammer,EbonwoodHammer,50,10
655,EbonwoodBow,EbonwoodBow,100,20
656,RichMahoganySword,RichMahoganySword,100,20
657,RichMahoganyHammer,RichMahoganyHammer,50,10
658,RichMahoganyBow,RichMahoganyBow,100,20
659,PearlwoodSword,PearlwoodSword,100,20
660,PearlwoodHammer,PearlwoodHammer,50,10
661,PearlwoodBow,PearlwoodBow,100,20
662,RainbowBrick,RainbowBrick,0,0
663,RainbowBrickWall,RainbowBrickWall,0,0
664,IceBlock,IceBlock,0,0
665,RedsWings,RedsWings,400000,80000
666,RedsHelmet,RedsHelmet,250000,50000
667,RedsBreastplate,RedsBreastplate,250000,50000
668,RedsLeggings,RedsLeggings,250000,50000
669,Fish,Fish,100000,20000
670,IceBoomerang,IceBoomerang,50000,10000
671,Keybrand,Keybrand,200000,40000
672,Cutlass,Cutlass,180000,36000
673,BorealWoodWorkBench,BorealWoodWorkBench,150,30
674,TrueExcalibur,TrueExcalibur,500000,100000
675,TrueNightsEdge,TrueNightsEdge,500000,100000
676,Frostbrand,Frostbrand,250000,50000
677,BorealWoodTable,BorealWoodTable,300,60
678,RedPotion,RedPotion,0,0
679,TacticalShotgun,TacticalShotgun,400000,80000
680,IvyChest,IvyChest,5000,1000
681,IceChest,IceChest,5000,1000
682,Marrow,Marrow,27000,5400
683,UnholyTrident,UnholyTrident,500000,100000
684,FrostHelmet,FrostHelmet,250000,50000
685,FrostBreastplate,FrostBreastplate,200000,40000
686,FrostLeggings,FrostLeggings,150000,30000
687,TinHelmet,TinHelmet,1125,225
688,TinChainmail,TinChainmail,1875,375
689,TinGreaves,TinGreaves,1500,300
690,LeadHelmet,LeadHelmet,4500,900
691,LeadChainmail,LeadChainmail,7500,1500
692,LeadGreaves,LeadGreaves,6000,1200
693,TungstenHelmet,TungstenHelmet,11250,2250
694,TungstenChainmail,TungstenChainmail,18750,3750
695,TungstenGreaves,TungstenGreaves,15000,3000
696,PlatinumHelmet,PlatinumHelmet,22500,4500
697,PlatinumChainmail,PlatinumChainmail,37500,7500
698,PlatinumGreaves,PlatinumGreaves,30000,6000
699,TinOre,TinOre,375,75
700,LeadOre,LeadOre,750,150
701,TungstenOre,TungstenOre,1125,225
702,PlatinumOre,PlatinumOre,2250,450
703,TinBar,TinBar,1125,225
704,LeadBar,LeadBar,2250,450
705,TungstenBar,TungstenBar,4500,900
706,PlatinumBar,PlatinumBar,9000,1800
707,TinWatch,TinWatch,1500,300
708,TungstenWatch,TungstenWatch,7500,1500
709,PlatinumWatch,PlatinumWatch,15000,3000
710,TinChandelier,TinChandelier,4500,900
711,TungstenChandelier,TungstenChandelier,18000,3600
712,PlatinumChandelier,PlatinumChandelier,36000,7200
713,PlatinumCandle,PlatinumCandle,1500,300
714,PlatinumCandelabra,PlatinumCandelabra,1500,300
715,PlatinumCrown,PlatinumCrown,15000,3000
716,LeadAnvil,LeadAnvil,7500,1500
717,TinBrick,TinBrick,0,0
718,TungstenBrick,TungstenBrick,0,0
719,PlatinumBrick,PlatinumBrick,0,0
720,TinBrickWall,TinBrickWall,0,0
721,TungstenBrickWall,TungstenBrickWall,0,0
722,PlatinumBrickWall,PlatinumBrickWall,0,0
723,BeamSword,BeamSword,150000,30000
724,IceBlade,IceBlade,20000,4000
725,IceBow,IceBow,250000,50000
726,FrostStaff,FrostStaff,200000,40000
727,WoodHelmet,WoodHelmet,0,0
728,WoodBreastplate,WoodBreastplate,0,0
729,WoodGreaves,WoodGreaves,0,0
730,EbonwoodHelmet,EbonwoodHelmet,0,0
731,EbonwoodBreastplate,EbonwoodBreastplate,0,0
732,EbonwoodGreaves,EbonwoodGreaves,0,0
733,RichMahoganyHelmet,RichMahoganyHelmet,0,0
734,RichMahoganyBreastplate,RichMahoganyBreastplate,0,0
735,RichMahoganyGreaves,RichMahoganyGreaves,0,0
736,PearlwoodHelmet,PearlwoodHelmet,0,0
737,PearlwoodBreastplate,PearlwoodBreastplate,0,0
738,PearlwoodGreaves,PearlwoodGreaves,0,0
739,AmethystStaff,AmethystStaff,2000,400
740,TopazStaff,TopazStaff,3000,600
741,SapphireStaff,SapphireStaff,10000,2000
742,EmeraldStaff,EmeraldStaff,15000,3000
743,RubyStaff,RubyStaff,20000,4000
744,DiamondStaff,DiamondStaff,30000,6000
745,GrassWall,GrassWall,10,2
746,JungleWall,JungleWall,10,2
747,FlowerWall,FlowerWall,10,2
748,Jetpack,Jetpack,400000,80000
749,ButterflyWings,ButterflyWings,400000,80000
750,CactusWall,CactusWall,0,0
751,Cloud,Cloud,0,0
752,CloudWall,CloudWall,0,0
753,Seaweed,Seaweed,100000,20000
754,RuneHat,RuneHat,50000,10000
755,RuneRobe,RuneRobe,50000,10000
756,MushroomSpear,MushroomSpear,700000,140000
757,TerraBlade,TerraBlade,1000000,200000
758,GrenadeLauncher,GrenadeLauncher,350000,70000
759,RocketLauncher,RocketLauncher,400000,80000
760,ProximityMineLauncher,ProximityMineLauncher,350000,70000
761,FairyWings,FairyWings,400000,80000
762,SlimeBlock,SlimeBlock,0,0
763,FleshBlock,FleshBlock,0,0
764,MushroomWall,MushroomWall,0,0
765,RainCloud,RainCloud,0,0
766,BoneBlock,BoneBlock,0,0
767,FrozenSlimeBlock,FrozenSlimeBlock,0,0
768,BoneBlockWall,BoneBlockWall,0,0
769,SlimeBlockWall,SlimeBlockWall,0,0
770,FleshBlockWall,FleshBlockWall,0,0
771,RocketI,RocketI,50,10
772,RocketII,RocketII,250,50
773,RocketIII,RocketIII,100,20
774,RocketIV,RocketIV,500,100
775,AsphaltBlock,AsphaltBlock,0,0
776,CobaltPickaxe,CobaltPickaxe,54000,10800
777,MythrilPickaxe,MythrilPickaxe,81000,16200
778,AdamantitePickaxe,AdamantitePickaxe,108000,21600
779,Clentaminator,Clentaminator,2000000,400000
780,GreenSolution,GreenSolution,1500,300
781,BlueSolution,BlueSolution,1500,300
782,PurpleSolution,PurpleSolution,1500,300
783,DarkBlueSolution,DarkBlueSolution,1500,300
784,RedSolution,RedSolution,1500,300
785,HarpyWings,HarpyWings,400000,80000
786,BoneWings,BoneWings,400000,80000
787,Hammush,Hammush,400000,80000
788,NettleBurst,NettleBurst,200000,40000
789,AnkhBanner,AnkhBanner,5000,1000
790,SnakeBanner,SnakeBanner,5000,1000
791,OmegaBanner,OmegaBanner,5000,1000
792,CrimsonHelmet,CrimsonHelmet,50000,10000
793,CrimsonScalemail,CrimsonScalemail,40000,8000
794,CrimsonGreaves,CrimsonGreaves,30000,6000
795,BloodButcherer,BloodButcherer,13500,2700
796,TendonBow,TendonBow,18000,3600
797,FleshGrinder,FleshGrinder,15000,3000
798,DeathbringerPickaxe,DeathbringerPickaxe,18000,3600
799,BloodLustCluster,BloodLustCluster,13500,2700
800,TheUndertaker,TheUndertaker,75000,15000
801,TheMeatball,TheMeatball,27000,5400
802,TheRottedFork,TheRottedFork,75000,15000
803,EskimoHood,EskimoHood,50000,10000
804,EskimoCoat,EskimoCoat,40000,8000
805,EskimoPants,EskimoPants,30000,6000
806,LivingWoodChair,LivingWoodChair,150,30
807,CactusChair,CactusChair,150,30
808,BoneChair,BoneChair,150,30
809,FleshChair,FleshChair,150,30
810,MushroomChair,MushroomChair,150,30
811,BoneWorkBench,BoneWorkBench,150,30
812,CactusWorkBench,CactusWorkBench,150,30
813,FleshWorkBench,FleshWorkBench,150,30
814,MushroomWorkBench,MushroomWorkBench,150,30
815,SlimeWorkBench,SlimeWorkBench,150,30
816,CactusDoor,CactusDoor,200,40
817,FleshDoor,FleshDoor,200,40
818,MushroomDoor,MushroomDoor,200,40
819,LivingWoodDoor,LivingWoodDoor,200,40
820,BoneDoor,BoneDoor,200,40
821,FlameWings,FlameWings,400000,80000
822,FrozenWings,FrozenWings,400000,80000
823,GhostWings,GhostWings,400000,80000
824,SunplateBlock,SunplateBlock,0,0
825,DiscWall,DiscWall,0,0
826,SkywareChair,SkywareChair,150,30
827,BoneTable,BoneTable,300,60
828,FleshTable,FleshTable,300,60
829,LivingWoodTable,LivingWoodTable,300,60
830,SkywareTable,SkywareTable,300,60
831,LivingWoodChest,LivingWoodChest,5000,1000
832,LivingWoodWand,LivingWoodWand,12500,2500
833,PurpleIceBlock,PurpleIceBlock,0,0
834,PinkIceBlock,PinkIceBlock,0,0
835,RedIceBlock,RedIceBlock,0,0
836,CrimstoneBlock,CrimstoneBlock,0,0
837,SkywareDoor,SkywareDoor,200,40
838,SkywareChest,SkywareChest,5000,1000
839,SteampunkHat,SteampunkHat,15000,3000
840,SteampunkShirt,SteampunkShirt,15000,3000
841,SteampunkPants,SteampunkPants,15000,3000
842,BeeHat,BeeHat,25000,5000
843,BeeShirt,BeeShirt,25000,5000
844,BeePants,BeePants,25000,5000
845,WorldBanner,WorldBanner,5000,1000
846,SunBanner,SunBanner,5000,1000
847,GravityBanner,GravityBanner,5000,1000
848,PharaohsMask,PharaohsMask,20000,4000
849,Actuator,Actuator,1000,200
850,BlueWrench,BlueWrench,20000,4000
851,GreenWrench,GreenWrench,20000,4000
852,BluePressurePlate,BluePressurePlate,5000,1000
853,YellowPressurePlate,YellowPressurePlate,5000,1000
854,DiscountCard,DiscountCard,50000,10000
855,LuckyCoin,LuckyCoin,50000,10000
856,UnicornonaStick,UnicornonaStick,500,100
857,SandstorminaBottle,SandstorminaBottle,50000,10000
858,BorealWoodSofa,BorealWoodSofa,300,60
859,BeachBall,BeachBall,20,4
860,CharmofMyths,CharmofMyths,200000,40000
861,MoonShell,MoonShell,400000,80000
862,StarVeil,StarVeil,100000,20000
863,WaterWalkingBoots,WaterWalkingBoots,200000,40000
864,Tiara,Tiara,250000,50000
865,PrincessDress,PrincessDress,100000,20000
866,PharaohsRobe,PharaohsRobe,20000,4000
867,GreenCap,GreenCap,25000,5000
868,MushroomCap,MushroomCap,20000,4000
869,TamOShanter,TamOShanter,25000,5000
870,MummyMask,MummyMask,20000,4000
871,MummyShirt,MummyShirt,20000,4000
872,MummyPants,MummyPants,20000,4000
873,CowboyHat,CowboyHat,50000,10000
874,CowboyJacket,CowboyJacket,50000,10000
875,CowboyPants,CowboyPants,50000,10000
876,PirateHat,PirateHat,50000,10000
877,PirateShirt,PirateShirt,50000,10000
878,PiratePants,PiratePants,50000,10000
879,VikingHelmet,VikingHelmet,25000,5000
880,CrimtaneOre,CrimtaneOre,6500,1300
881,CactusSword,CactusSword,1800,360
882,CactusPickaxe,CactusPickaxe,2000,400
883,IceBrick,IceBrick,0,0
884,IceBrickWall,IceBrickWall,0,0
885,AdhesiveBandage,AdhesiveBandage,100000,20000
886,ArmorPolish,ArmorPolish,100000,20000
887,Bezoar,Bezoar,100000,20000
888,Blindfold,Blindfold,100000,20000
889,FastClock,FastClock,100000,20000
890,Megaphone,Megaphone,100000,20000
891,Nazar,Nazar,100000,20000
892,Vitamins,Vitamins,100000,20000
893,TrifoldMap,TrifoldMap,100000,20000
894,CactusHelmet,CactusHelmet,200,40
895,CactusBreastplate,CactusBreastplate,300,60
896,CactusLeggings,CactusLeggings,250,50
897,PowerGlove,PowerGlove,200000,40000
898,LightningBoots,LightningBoots,300000,60000
899,SunStone,SunStone,300000,60000
900,MoonStone,MoonStone,375000,75000
901,ArmorBracing,ArmorBracing,100000,20000
902,MedicatedBandage,MedicatedBandage,100000,20000
903,ThePlan,ThePlan,100000,20000
904,CountercurseMantra,CountercurseMantra,100000,20000
905,CoinGun,CoinGun,300000,60000
906,LavaCharm,LavaCharm,300000,60000
907,ObsidianWaterWalkingBoots,ObsidianWaterWalkingBoots,300000,60000
908,LavaWaders,LavaWaders,500000,100000
909,PureWaterFountain,PureWaterFountain,40000,8000
910,DesertWaterFountain,DesertWaterFountain,40000,8000
911,Shadewood,Shadewood,0,0
912,ShadewoodDoor,ShadewoodDoor,200,40
913,ShadewoodPlatform,ShadewoodPlatform,0,0
914,ShadewoodChest,ShadewoodChest,500,100
915,ShadewoodChair,ShadewoodChair,150,30
916,ShadewoodWorkBench,ShadewoodWorkBench,150,30
917,ShadewoodTable,ShadewoodTable,300,60
918,ShadewoodDresser,ShadewoodDresser,300,60
919,ShadewoodPiano,ShadewoodPiano,300,60
920,ShadewoodBed,ShadewoodBed,2000,400
921,ShadewoodSword,ShadewoodSword,100,20
922,ShadewoodHammer,ShadewoodHammer,50,10
923,ShadewoodBow,ShadewoodBow,100,20
924,ShadewoodHelmet,ShadewoodHelmet,0,0
925,ShadewoodBreastplate,ShadewoodBreastplate,0,0
926,ShadewoodGreaves,ShadewoodGreaves,0,0
927,ShadewoodWall,ShadewoodWall,0,0
928,Cannon,Cannon,250000,50000
929,Cannonball,Cannonball,1500,300
930,FlareGun,FlareGun,50000,10000
931,Flare,Flare,7,1
932,BoneWand,BoneWand,25000,5000
933,LeafWand,LeafWand,12500,2500
934,FlyingCarpet,FlyingCarpet,50000,10000
935,AvengerEmblem,AvengerEmblem,300000,60000
936,MechanicalGlove,MechanicalGlove,250000,50000
937,LandMine,LandMine,50000,10000
938,PaladinsShield,PaladinsShield,300000,60000
939,WebSlinger,WebSlinger,20000,4000
940,JungleWaterFountain,JungleWaterFountain,40000,8000
941,IcyWaterFountain,IcyWaterFountain,40000,8000
942,CorruptWaterFountain,CorruptWaterFountain,40000,8000
943,CrimsonWaterFountain,CrimsonWaterFountain,40000,8000
944,HallowedWaterFountain,HallowedWaterFountain,40000,8000
945,BloodWaterFountain,BloodWaterFountain,40000,8000
946,Umbrella,Umbrella,10000,2000
947,ChlorophyteOre,ChlorophyteOre,7500,1500
948,SteampunkWings,SteampunkWings,3000000,600000
949,Snowball,Snowball,0,0
950,IceSkates,IceSkates,50000,10000
951,SnowballLauncher,SnowballLauncher,50000,10000
952,WebCoveredChest,WebCoveredChest,500,100
953,ClimbingClaws,ClimbingClaws,25000,5000
954,AncientIronHelmet,AncientIronHelmet,5000,1000
955,AncientGoldHelmet,AncientGoldHelmet,25000,5000
956,AncientShadowHelmet,AncientShadowHelmet,37500,7500
957,AncientShadowScalemail,AncientShadowScalemail,30000,6000
958,AncientShadowGreaves,AncientShadowGreaves,22500,4500
959,AncientNecroHelmet,AncientNecroHelmet,45000,9000
960,AncientCobaltHelmet,AncientCobaltHelmet,45000,9000
961,AncientCobaltBreastplate,AncientCobaltBreastplate,30000,6000
962,AncientCobaltLeggings,AncientCobaltLeggings,30000,6000
963,BlackBelt,BlackBelt,150000,30000
964,Boomstick,Boomstick,100000,20000
965,Rope,Rope,10,2
966,Campfire,Campfire,0,0
967,Marshmallow,Marshmallow,100,20
968,MarshmallowonaStick,MarshmallowonaStick,200,40
969,CookedMarshmallow,CookedMarshmallow,200,40
970,RedRocket,RedRocket,1500,300
971,GreenRocket,GreenRocket,1500,300
972,BlueRocket,BlueRocket,1500,300
973,YellowRocket,YellowRocket,1500,300
974,IceTorch,IceTorch,60,12
975,ShoeSpikes,ShoeSpikes,50000,10000
976,TigerClimbingGear,TigerClimbingGear,50000,10000
977,Tabi,Tabi,150000,30000
978,PinkEskimoHood,PinkEskimoHood,50000,10000
979,PinkEskimoCoat,PinkEskimoCoat,40000,8000
980,PinkEskimoPants,PinkEskimoPants,30000,6000
981,PinkThread,PinkThread,10000,2000
982,ManaRegenerationBand,ManaRegenerationBand,50000,10000
983,SandstorminaBalloon,SandstorminaBalloon,150000,30000
984,MasterNinjaGear,MasterNinjaGear,500000,100000
985,RopeCoil,RopeCoil,100,20
986,Blowgun,Blowgun,50000,10000
987,BlizzardinaBottle,BlizzardinaBottle,50000,10000
988,FrostburnArrow,FrostburnArrow,15,3
989,EnchantedSword,EnchantedSword,150000,30000
990,PickaxeAxe,PickaxeAxe,220000,44000
991,CobaltWaraxe,CobaltWaraxe,54000,10800
992,MythrilWaraxe,MythrilWaraxe,81000,16200
993,AdamantiteWaraxe,AdamantiteWaraxe,108000,21600
994,EatersBone,EatersBone,375000,75000
995,BlendOMatic,BlendOMatic,100000,20000
996,MeatGrinder,MeatGrinder,100000,20000
997,Extractinator,Extractinator,100000,20000
998,Solidifier,Solidifier,100000,20000
999,Amber,Amber,15000,3000
1000,ConfettiGun,ConfettiGun,100,20
1001,ChlorophyteMask,ChlorophyteMask,300000,60000
1002,ChlorophyteHelmet,ChlorophyteHelmet,300000,60000
1003,ChlorophyteHeadgear,ChlorophyteHeadgear,300000,60000
1004,ChlorophytePlateMail,ChlorophytePlateMail,240000,48000
1005,ChlorophyteGreaves,ChlorophyteGreaves,180000,36000
1006,ChlorophyteBar,ChlorophyteBar,45000,9000
1007,RedDye,RedDye,10000,2000
1008,OrangeDye,OrangeDye,10000,2000
1009,YellowDye,YellowDye,10000,2000
1010,LimeDye,LimeDye,10000,2000
1011,GreenDye,GreenDye,10000,2000
1012,TealDye,TealDye,10000,2000
1013,CyanDye,CyanDye,10000,2000
1014,SkyBlueDye,SkyBlueDye,10000,2000
1015,BlueDye,BlueDye,10000,2000
1016,PurpleDye,PurpleDye,10000,2000
1017,VioletDye,VioletDye,10000,2000
1018,PinkDye,PinkDye,10000,2000
1019,RedandBlackDye,RedandBlackDye,10000,2000
1020,OrangeandBlackDye,OrangeandBlackDye,10000,2000
1021,YellowandBlackDye,YellowandBlackDye,10000,2000
1022,LimeandBlackDye,LimeandBlackDye,10000,2000
1023,GreenandBlackDye,GreenandBlackDye,10000,2000
1024,TealandBlackDye,TealandBlackDye,10000,2000
1025,CyanandBlackDye,CyanandBlackDye,10000,2000
1026,SkyBlueandBlackDye,SkyBlueandBlackDye,10000,2000
1027,BlueandBlackDye,BlueandBlackDye,10000,2000
1028,PurpleandBlackDye,PurpleandBlackDye,10000,2000
1029,VioletandBlackDye,VioletandBlackDye,10000,2000
1030,PinkandBlackDye,PinkandBlackDye,10000,2000
1031,FlameDye,FlameDye,10000,2000
1032,FlameAndBlackDye,FlameAndBlackDye,10000,2000
1033,GreenFlameDye,GreenFlameDye,10000,2000
1034,GreenFlameAndBlackDye,GreenFlameAndBlackDye,10000,2000
1035,BlueFlameDye,BlueFlameDye,10000,2000
1036,BlueFlameAndBlackDye,BlueFlameAndBlackDye,10000,2000
1037,SilverDye,SilverDye,10000,2000
1038,BrightRedDye,BrightRedDye,10000,2000
1039,BrightOrangeDye,BrightOrangeDye,10000,2000
1040,BrightYellowDye,BrightYellowDye,10000,2000
1041,BrightLimeDye,BrightLimeDye,10000,2000
1042,BrightGreenDye,BrightGreenDye,10000,2000
1043,BrightTealDye,BrightTealDye,10000,2000
1044,BrightCyanDye,BrightCyanDye,10000,2000
1045,BrightSkyBlueDye,BrightSkyBlueDye,10000,2000
1046,BrightBlueDye,BrightBlueDye,10000,2000
1047,BrightPurpleDye,BrightPurpleDye,10000,2000
1048,BrightVioletDye,BrightVioletDye,10000,2000
1049,BrightPinkDye,BrightPinkDye,10000,2000
1050,BlackDye,BlackDye,10000,2000
1051,RedandSilverDye,RedandSilverDye,10000,2000
1052,OrangeandSilverDye,OrangeandSilverDye,10000,2000
1053,YellowandSilverDye,YellowandSilverDye,10000,2000
1054,LimeandSilverDye,LimeandSilverDye,10000,2000
1055,GreenandSilverDye,GreenandSilverDye,10000,2000
1056,TealandSilverDye,TealandSilverDye,10000,2000
1057,CyanandSilverDye,CyanandSilverDye,10000,2000
1058,SkyBlueandSilverDye,SkyBlueandSilverDye,10000,2000
1059,BlueandSilverDye,BlueandSilverDye,10000,2000
1060,PurpleandSilverDye,PurpleandSilverDye,10000,2000
1061,VioletandSilverDye,VioletandSilverDye,10000,2000
1062,PinkandSilverDye,PinkandSilverDye,10000,2000
1063,IntenseFlameDye,IntenseFlameDye,10000,2000
1064,IntenseGreenFlameDye,IntenseGreenFlameDye,10000,2000
1065,IntenseBlueFlameDye,IntenseBlueFlameDye,10000,2000
1066,RainbowDye,RainbowDye,10000,2000
1067,IntenseRainbowDye,IntenseRainbowDye,10000,2000
1068,YellowGradientDye,YellowGradientDye,10000,2000
1069,CyanGradientDye,CyanGradientDye,10000,2000
1070,VioletGradientDye,VioletGradientDye,10000,2000
1071,Paintbrush,Paintbrush,10000,2000
1072,PaintRoller,PaintRoller,10000,2000
1073,RedPaint,RedPaint,25,5
1074,OrangePaint,OrangePaint,25,5
1075,YellowPaint,YellowPaint,25,5
1076,LimePaint,LimePaint,25,5
1077,GreenPaint,GreenPaint,25,5
1078,TealPaint,TealPaint,25,5
1079,CyanPaint,CyanPaint,25,5
1080,SkyBluePaint,SkyBluePaint,25,5
1081,BluePaint,BluePaint,25,5
1082,PurplePaint,PurplePaint,25,5
1083,VioletPaint,VioletPaint,25,5
1084,PinkPaint,PinkPaint,25,5
1085,DeepRedPaint,DeepRedPaint,25,5
1086,DeepOrangePaint,DeepOrangePaint,25,5
1087,DeepYellowPaint,DeepYellowPaint,25,5
1088,DeepLimePaint,DeepLimePaint,25,5
1089,DeepGreenPaint,DeepGreenPaint,25,5
1090,DeepTealPaint,DeepTealPaint,25,5
1091,DeepCyanPaint,DeepCyanPaint,25,5
1092,DeepSkyBluePaint,DeepSkyBluePaint,25,5
1093,DeepBluePaint,DeepBluePaint,25,5
1094,DeepPurplePaint,DeepPurplePaint,25,5
1095,DeepVioletPaint,DeepVioletPaint,25,5
1096,DeepPinkPaint,DeepPinkPaint,25,5
1097,BlackPaint,BlackPaint,25,5
1098,WhitePaint,WhitePaint,25,5
1099,GrayPaint,GrayPaint,25,5
1100,PaintScraper,PaintScraper,10000,2000
1101,LihzahrdBrick,LihzahrdBrick,0,0
1102,LihzahrdBrickWall,LihzahrdBrickWall,0,0
1103,SlushBlock,SlushBlock,0,0
1104,PalladiumOre,PalladiumOre,4500,900
1105,OrichalcumOre,OrichalcumOre,6500,1300
1106,TitaniumOre,TitaniumOre,8500,1700
1107,TealMushroom,TealMushroom,10000,2000
1108,GreenMushroom,GreenMushroom,10000,2000
1109,SkyBlueFlower,SkyBlueFlower,10000,2000
1110,YellowMarigold,YellowMarigold,10000,2000
1111,BlueBerries,BlueBerries,10000,2000
1112,LimeKelp,LimeKelp,10000,2000
1113,PinkPricklyPear,PinkPricklyPear,10000,2000
1114,OrangeBloodroot,OrangeBloodroot,10000,2000
1115,RedHusk,RedHusk,10000,2000
1116,CyanHusk,CyanHusk,10000,2000
1117,VioletHusk,VioletHusk,10000,2000
1118,PurpleMucos,PurpleMucos,10000,2000
1119,BlackInk,BlackInk,10000,2000
1120,DyeVat,DyeVat,50000,10000
1121,BeeGun,BeeGun,100000,20000
1122,PossessedHatchet,PossessedHatchet,350000,70000
1123,BeeKeeper,BeeKeeper,100000,20000
1124,Hive,Hive,0,0
1125,HoneyBlock,HoneyBlock,0,0
1126,HiveWall,HiveWall,0,0
1127,CrispyHoneyBlock,CrispyHoneyBlock,0,0
1128,HoneyBucket,HoneyBucket,0,0
1129,HiveWand,HiveWand,25000,5000
1130,Beenade,Beenade,2500,500
1131,GravityGlobe,GravityGlobe,2000000,400000
1132,HoneyComb,HoneyComb,100000,20000
1133,Abeemination,Abeemination,0,0
1134,BottledHoney,BottledHoney,40,8
1135,RainHat,RainHat,1000,200
1136,RainCoat,RainCoat,1000,200
1137,LihzahrdDoor,LihzahrdDoor,200,40
1138,DungeonDoor,DungeonDoor,200,40
1139,LeadDoor,LeadDoor,200,40
1140,IronDoor,IronDoor,200,40
1141,TempleKey,TempleKey,0,0
1142,LihzahrdChest,LihzahrdChest,500,100
1143,LihzahrdChair,LihzahrdChair,150,30
1144,LihzahrdTable,LihzahrdTable,300,60
1145,LihzahrdWorkBench,LihzahrdWorkBench,150,30
1146,SuperDartTrap,SuperDartTrap,10000,2000
1147,FlameTrap,FlameTrap,10000,2000
1148,SpikyBallTrap,SpikyBallTrap,10000,2000
1149,SpearTrap,SpearTrap,10000,2000
1150,WoodenSpike,WoodenSpike,0,0
1151,LihzahrdPressurePlate,LihzahrdPressurePlate,5000,1000
1152,LihzahrdStatue,LihzahrdStatue,300,60
1153,LihzahrdWatcherStatue,LihzahrdWatcherStatue,300,60
1154,LihzahrdGuardianStatue,LihzahrdGuardianStatue,300,60
1155,WaspGun,WaspGun,500000,100000
1156,PiranhaGun,PiranhaGun,1000000,200000
1157,PygmyStaff,PygmyStaff,350000,70000
1158,PygmyNecklace,PygmyNecklace,200000,40000
1159,TikiMask,TikiMask,500000,100000
1160,TikiShirt,TikiShirt,500000,100000
1161,TikiPants,TikiPants,500000,100000
1162,LeafWings,LeafWings,1500000,300000
